filename,keyType,keyConst,cipherSymbols,textLength,accuracy,correct
pt_100_10_keyFix_1_2_dorianGray.txt,FIXED,2.0,34,102,28.4,NO
pt_100_10_keyFix_2_3_dorianGray.txt,FIXED,3.0,44,102,27.5,NO
pt_100_10_keyFix_3_4_dorianGray.txt,FIXED,4.0,53,102,31.4,NO
pt_100_10_keyFix_4_5_dorianGray.txt,FIXED,5.0,58,102,28.4,NO
pt_100_1_keyFix_1_2_dorianGray.txt,FIXED,2.0,36,102,30.4,NO
pt_100_1_keyFix_2_3_dorianGray.txt,FIXED,3.0,47,102,26.5,NO
pt_100_1_keyFix_3_4_dorianGray.txt,FIXED,4.0,55,102,18.6,NO
pt_100_1_keyFix_4_5_dorianGray.txt,FIXED,5.0,64,102,22.5,NO
pt_100_2_keyFix_1_2_dorianGray.txt,FIXED,2.0,38,100,18.0,NO
pt_100_2_keyFix_2_3_dorianGray.txt,FIXED,3.0,48,100,14.0,NO
pt_100_2_keyFix_3_4_dorianGray.txt,FIXED,4.0,56,100,12.0,NO
pt_100_2_keyFix_4_5_dorianGray.txt,FIXED,5.0,53,100,7.0,NO
pt_100_3_keyFix_1_2_dorianGray.txt,FIXED,2.0,39,101,23.8,NO
pt_100_3_keyFix_2_3_dorianGray.txt,FIXED,3.0,45,101,0.0,NO
pt_100_3_keyFix_3_4_dorianGray.txt,FIXED,4.0,55,101,8.9,NO
pt_100_3_keyFix_4_5_dorianGray.txt,FIXED,5.0,58,101,13.9,NO
pt_100_4_keyFix_1_2_dorianGray.txt,FIXED,2.0,38,104,17.3,NO
pt_100_4_keyFix_2_3_dorianGray.txt,FIXED,3.0,51,104,3.8,NO
pt_100_4_keyFix_3_4_dorianGray.txt,FIXED,4.0,56,104,1.0,NO
pt_100_4_keyFix_4_5_dorianGray.txt,FIXED,5.0,61,104,5.8,NO
pt_100_5_keyFix_1_2_dorianGray.txt,FIXED,2.0,36,103,47.6,NO
pt_100_5_keyFix_2_3_dorianGray.txt,FIXED,3.0,43,103,35.9,NO
pt_100_5_keyFix_3_4_dorianGray.txt,FIXED,4.0,56,103,35.0,NO
pt_100_5_keyFix_4_5_dorianGray.txt,FIXED,5.0,57,103,26.2,NO
pt_100_6_keyFix_1_2_dorianGray.txt,FIXED,2.0,35,102,18.6,NO
pt_100_6_keyFix_2_3_dorianGray.txt,FIXED,3.0,45,102,10.8,NO
pt_100_6_keyFix_3_4_dorianGray.txt,FIXED,4.0,58,102,2.0,NO
pt_100_6_keyFix_4_5_dorianGray.txt,FIXED,5.0,63,102,6.9,NO
pt_100_7_keyFix_1_2_dorianGray.txt,FIXED,2.0,36,100,35.0,NO
pt_100_7_keyFix_2_3_dorianGray.txt,FIXED,3.0,46,100,30.0,NO
pt_100_7_keyFix_3_4_dorianGray.txt,FIXED,4.0,49,100,28.0,NO
pt_100_7_keyFix_4_5_dorianGray.txt,FIXED,5.0,53,100,27.0,NO
pt_100_8_keyFix_1_2_dorianGray.txt,FIXED,2.0,35,105,24.8,NO
pt_100_8_keyFix_2_3_dorianGray.txt,FIXED,3.0,44,105,28.6,NO
pt_100_8_keyFix_3_4_dorianGray.txt,FIXED,4.0,55,105,33.3,NO
pt_100_8_keyFix_4_5_dorianGray.txt,FIXED,5.0,61,105,14.3,NO
pt_100_9_keyFix_1_2_dorianGray.txt,FIXED,2.0,37,103,12.6,NO
pt_100_9_keyFix_2_3_dorianGray.txt,FIXED,3.0,47,103,18.4,NO
pt_100_9_keyFix_3_4_dorianGray.txt,FIXED,4.0,54,103,1.0,NO
pt_100_9_keyFix_4_5_dorianGray.txt,FIXED,5.0,62,103,3.9,NO
pt_100_10_keyFix_1_2_frankenstein.txt,FIXED,2.0,35,101,10.9,NO
pt_100_10_keyFix_2_3_frankenstein.txt,FIXED,3.0,43,101,5.9,NO
pt_100_10_keyFix_3_4_frankenstein.txt,FIXED,4.0,53,101,3.0,NO
pt_100_10_keyFix_4_5_frankenstein.txt,FIXED,5.0,57,101,23.8,NO
pt_100_1_keyFix_1_2_frankenstein.txt,FIXED,2.0,35,102,13.7,NO
pt_100_1_keyFix_2_3_frankenstein.txt,FIXED,3.0,48,102,17.6,NO
pt_100_1_keyFix_3_4_frankenstein.txt,FIXED,4.0,55,102,2.9,NO
pt_100_1_keyFix_4_5_frankenstein.txt,FIXED,5.0,59,102,9.8,NO
pt_100_2_keyFix_1_2_frankenstein.txt,FIXED,2.0,36,101,20.8,NO
pt_100_2_keyFix_2_3_frankenstein.txt,FIXED,3.0,45,101,5.9,NO
pt_100_2_keyFix_3_4_frankenstein.txt,FIXED,4.0,53,101,10.9,NO
pt_100_2_keyFix_4_5_frankenstein.txt,FIXED,5.0,62,101,4.0,NO
pt_100_3_keyFix_1_2_frankenstein.txt,FIXED,2.0,36,102,35.3,NO
pt_100_3_keyFix_2_3_frankenstein.txt,FIXED,3.0,47,102,5.9,NO
pt_100_3_keyFix_3_4_frankenstein.txt,FIXED,4.0,53,102,14.7,NO
pt_100_3_keyFix_4_5_frankenstein.txt,FIXED,5.0,60,102,10.8,NO
pt_100_4_keyFix_1_2_frankenstein.txt,FIXED,2.0,34,107,41.1,NO
pt_100_4_keyFix_2_3_frankenstein.txt,FIXED,3.0,48,107,28.0,NO
pt_100_4_keyFix_3_4_frankenstein.txt,FIXED,4.0,51,107,31.8,NO
pt_100_4_keyFix_4_5_frankenstein.txt,FIXED,5.0,58,107,23.4,NO
pt_100_5_keyFix_1_2_frankenstein.txt,FIXED,2.0,34,100,43.0,NO
pt_100_5_keyFix_2_3_frankenstein.txt,FIXED,3.0,45,100,37.0,NO
pt_100_5_keyFix_3_4_frankenstein.txt,FIXED,4.0,55,100,34.0,NO
pt_100_5_keyFix_4_5_frankenstein.txt,FIXED,5.0,58,100,18.0,NO
pt_100_6_keyFix_1_2_frankenstein.txt,FIXED,2.0,35,103,24.3,NO
pt_100_6_keyFix_2_3_frankenstein.txt,FIXED,3.0,44,103,23.3,NO
pt_100_6_keyFix_3_4_frankenstein.txt,FIXED,4.0,52,103,21.4,NO
pt_100_6_keyFix_4_5_frankenstein.txt,FIXED,5.0,59,103,9.7,NO
pt_100_7_keyFix_1_2_frankenstein.txt,FIXED,2.0,37,104,34.6,NO
pt_100_7_keyFix_2_3_frankenstein.txt,FIXED,3.0,47,104,28.8,NO
pt_100_7_keyFix_3_4_frankenstein.txt,FIXED,4.0,52,104,29.8,NO
pt_100_7_keyFix_4_5_frankenstein.txt,FIXED,5.0,61,104,26.0,NO
pt_100_8_keyFix_1_2_frankenstein.txt,FIXED,2.0,30,106,52.8,NO
pt_100_8_keyFix_2_3_frankenstein.txt,FIXED,3.0,43,106,9.4,NO
pt_100_8_keyFix_3_4_frankenstein.txt,FIXED,4.0,51,106,25.5,NO
pt_100_8_keyFix_4_5_frankenstein.txt,FIXED,5.0,58,106,15.1,NO
pt_100_9_keyFix_1_2_frankenstein.txt,FIXED,2.0,34,103,35.9,NO
